Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Sentiment,Is opened?,Device,Within work hours,Within workdays
256,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,3/12/2024,neutral,opened,desktop,no,yes
257,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,3/12/2024,neutral,opened,desktop,yes,yes
258,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,3/4/2024,neutral,opened,desktop,yes,yes
259,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Project Updates,3/25/2024,neutral,opened,mobile,yes,yes
260,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,3/14/2024,neutral,opened,desktop,yes,yes
261,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,3/26/2024,positive,opened,desktop,yes,yes
262,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,3/8/2024,neutral,opened,desktop,yes,yes
263,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Meeting Scheduling,3/6/2024,neutral,opened,desktop,yes,yes
264,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,3/25/2024,negative,opened,desktop,yes,yes
265,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,3/21/2024,neutral,opened,desktop,yes,yes
266,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,3/13/2024,neutral,opened,desktop,yes,yes
267,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Training and Development,3/20/2024,neutral,opened,mobile,yes,yes
268,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,3/29/2024,positive,unopened,desktop,no,yes
269,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,3/6/2024,positive,opened,desktop,yes,yes
270,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,3/18/2024,neutral,opened,desktop,yes,yes
271,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Meeting Scheduling,3/4/2024,neutral,opened,mobile,yes,yes
272,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,3/8/2024,neutral,opened,desktop,yes,yes
273,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Client Related Communication,3/20/2024,neutral,opened,desktop,yes,yes
274,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,3/14/2024,neutral,opened,desktop,yes,yes
275,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,HR related topics,3/5/2024,neutral,opened,mobile,yes,yes
276,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Project Updates,3/16/2024,neutral,opened,desktop,no,no
277,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Meeting Scheduling,3/13/2024,neutral,opened,desktop,yes,yes
278,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,3/14/2024,neutral,opened,desktop,yes,yes
279,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,3/21/2024,negative,opened,desktop,yes,yes
280,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Meeting Scheduling,3/21/2024,neutral,opened,desktop,yes,yes
281,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,3/19/2024,positive,opened,desktop,yes,yes
282,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Operational Issues,3/14/2024,negative,opened,desktop,yes,yes
283,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Vendor Relations,3/13/2024,neutral,opened,desktop,no,yes
284,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,HR related topics,3/6/2024,neutral,opened,desktop,yes,yes
285,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Legal Matters,3/29/2024,neutral,opened,desktop,yes,yes
286,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,3/20/2024,positive,opened,desktop,yes,yes
287,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,3/4/2024,negative,opened,desktop,yes,yes
288,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,3/15/2024,negative,opened,desktop,yes,yes
289,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,3/11/2024,neutral,opened,desktop,yes,yes
290,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,3/21/2024,neutral,opened,mobile,yes,yes
291,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,3/6/2024,neutral,opened,mobile,no,yes
292,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,3/6/2024,neutral,opened,desktop,yes,yes
293,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Internal Policies and Procedures,3/13/2024,neutral,opened,desktop,yes,yes
294,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,3/4/2024,neutral,unopened,mobile,yes,yes
295,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,3/25/2024,neutral,opened,mobile,yes,yes
296,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,3/15/2024,negative,opened,desktop,no,yes
297,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,3/23/2024,neutral,opened,desktop,no,no
298,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,3/25/2024,positive,opened,desktop,yes,yes
299,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,3/19/2024,neutral,opened,desktop,yes,yes
300,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Operational Issues,3/22/2024,neutral,opened,desktop,yes,yes
301,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,HR related topics,3/29/2024,neutral,opened,mobile,yes,yes
302,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,HR related topics,3/5/2024,positive,opened,mobile,yes,yes
303,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Product Development,3/22/2024,positive,opened,desktop,yes,yes
304,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Operational Issues,3/15/2024,positive,opened,desktop,yes,yes
305,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Operational Issues,3/16/2024,positive,opened,mobile,no,no
306,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Vendor Relations,3/25/2024,positive,opened,mobile,yes,yes
307,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Legal Matters,3/18/2024,neutral,opened,desktop,yes,yes
308,Constancia Di Bartolomeo,C-level,Executive Management,Leona McAree,C-level,Executive Management,Legal Matters,3/27/2024,neutral,opened,desktop,yes,yes
309,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Project Updates,3/29/2024,neutral,opened,desktop,yes,yes
310,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/25/2024,positive,unopened,desktop,yes,yes
311,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Operational Issues,3/15/2024,positive,opened,desktop,yes,yes
312,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/22/2024,neutral,opened,desktop,yes,yes
313,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Security Alerts,3/22/2024,neutral,opened,mobile,yes,yes
314,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/28/2024,positive,opened,desktop,yes,yes
315,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/6/2024,neutral,opened,desktop,yes,yes
316,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Operational Issues,3/7/2024,neutral,opened,desktop,yes,yes
317,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/12/2024,neutral,opened,mobile,yes,yes
318,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/27/2024,neutral,opened,desktop,yes,yes
319,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/8/2024,neutral,opened,mobile,no,yes
320,Mata McGifford,Middle level management,Customer Service,Mort De Benedictis,Professional,Customer Service,Client Related Communication,3/26/2024,neutral,opened,desktop,yes,yes
321,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/15/2024,positive,opened,desktop,yes,yes
322,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Internal Policies and Procedures,3/12/2024,neutral,opened,desktop,yes,yes
323,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/20/2024,positive,unopened,desktop,yes,yes
324,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/29/2024,neutral,opened,desktop,yes,yes
325,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Meeting Scheduling,3/21/2024,negative,opened,mobile,yes,yes
326,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Project Updates,3/23/2024,neutral,unopened,mobile,no,no
327,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/28/2024,positive,opened,desktop,yes,yes
328,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/12/2024,negative,opened,desktop,yes,yes
329,Mata McGifford,Middle level management,Customer Service,Tamara Brewitt,Professional,Customer Service,Internal Policies and Procedures,3/26/2024,neutral,opened,mobile,yes,yes
330,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Project Updates,3/5/2024,negative,opened,desktop,yes,yes
331,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,HR related topics,3/20/2024,negative,unopened,desktop,yes,yes
332,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Client Related Communication,3/20/2024,positive,opened,mobile,yes,yes
333,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Client Related Communication,3/23/2024,neutral,opened,desktop,no,no
334,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Client Related Communication,3/11/2024,neutral,opened,mobile,yes,yes
335,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Training and Development,3/25/2024,neutral,opened,mobile,yes,yes
336,Mata McGifford,Middle level management,Customer Service,Edithe Cinnamond,Professional,Customer Service,Training and Development,3/8/2024,positive,opened,desktop,no,yes
